panel,series,x_cm_mm,log_probability_ratio,Rg_over_lc,Re_over_lc,log10_probability_ratio,tau_tr_min,probability_density_per_min,fitted_tau_c_min,temperature_C,mean_tau_tr_min,standard_error_min,n_events,fit_error_min
B,living worms 30 C over 20 C,,,0.153,0.313,0.0158662,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.335,-0.0511874,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.357,-0.1043,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.379,-0.142191,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.401,-0.165387,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.423,-0.171991,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.445,-0.152926,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.467,-0.134743,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.489,-0.120879,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.511,-0.105103,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.533,-0.0907725,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.555,-0.0831242,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.577,-0.073525,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.005,0.273788,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.027,0.353941,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.049,0.412536,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.071,0.370618,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.093,0.304358,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.115,0.242272,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.137,0.173473,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.159,0.174628,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.181,0.171582,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.203,0.115716,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.225,0.0826551,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.247,0.058465,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.269,0.0207719,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.291,-0.0214837,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.313,-0.0713943,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.335,-0.117239,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.357,-0.143764,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.379,-0.168201,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.401,-0.197206,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.423,-0.222572,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.445,-0.218107,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.467,-0.197493,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.489,-0.165234,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.511,-0.127996,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.533,-0.100417,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.555,-0.0865177,,,,,,,,
B,living worms 30 C over 20 C,,,0.159,0.577,-0.075125,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.049,0.460142,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.071,0.473672,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.093,0.394854,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.115,0.290971,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.137,0.20537,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.159,0.203327,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.181,0.196711,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.203,0.137081,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.225,0.0937626,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.247,0.0555215,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.269,-0.00352098,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.291,-0.0634919,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.313,-0.120789,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.335,-0.166026,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.357,-0.188135,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.379,-0.207413,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.401,-0.236284,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.423,-0.26754,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.445,-0.261396,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.467,-0.229187,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.489,-0.188052,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.511,-0.147391,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.533,-0.124657,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.555,-0.115305,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.577,-0.105698,,,,,,,,
B,living worms 30 C over 20 C,,,0.165,0.599,-0.0930785,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.093,0.390765,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.115,0.30171,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.137,0.220562,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.159,0.194268,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.181,0.158678,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.203,0.102618,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.225,0.0747215,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.247,0.0393477,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.269,-0.0168133,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.291,-0.0691543,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.313,-0.129282,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.335,-0.194685,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.357,-0.229844,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.379,-0.235405,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.401,-0.246001,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.423,-0.281235,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.445,-0.284406,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.467,-0.243089,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.489,-0.190995,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.511,-0.153487,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.533,-0.152598,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.555,-0.159769,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.577,-0.159409,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.599,-0.159308,,,,,,,,
B,living worms 30 C over 20 C,,,0.171,0.621,-0.156804,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.115,0.285167,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.137,0.195156,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.159,0.152119,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.181,0.115903,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.203,0.0667015,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.225,0.033185,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.247,-0.0116213,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.269,-0.0560394,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.291,-0.0863437,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.313,-0.140748,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.335,-0.220318,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.357,-0.262571,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.379,-0.2495,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.401,-0.232905,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.423,-0.261124,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.445,-0.285939,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.467,-0.254966,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.489,-0.196815,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.511,-0.162703,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.533,-0.177918,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.555,-0.198595,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.577,-0.206144,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.599,-0.214342,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.621,-0.217094,,,,,,,,
B,living worms 30 C over 20 C,,,0.177,0.643,-0.19379,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.159,0.138364,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.181,0.109836,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.203,0.0305262,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.225,-0.0240556,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.247,-0.0462672,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.269,-0.0665794,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.291,-0.099168,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.313,-0.168671,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.335,-0.252327,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.357,-0.287253,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.379,-0.26463,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.401,-0.2343,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.423,-0.244566,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.445,-0.275987,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.467,-0.261347,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.489,-0.2088,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.511,-0.177708,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.533,-0.189575,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.555,-0.212525,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.577,-0.229959,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.599,-0.241802,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.621,-0.246634,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.643,-0.242761,,,,,,,,
B,living worms 30 C over 20 C,,,0.183,0.665,-0.236137,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.203,-0.0653984,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.225,-0.103194,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.247,-0.053738,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.269,-0.0363889,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.291,-0.101239,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.313,-0.195815,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.335,-0.251881,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.357,-0.258892,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.379,-0.247327,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.401,-0.237254,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.423,-0.235404,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.445,-0.253262,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.467,-0.251592,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.489,-0.215546,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.511,-0.194802,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.533,-0.20215,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.555,-0.224279,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.577,-0.256608,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.599,-0.277836,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.621,-0.284571,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.643,-0.301303,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.665,-0.300127,,,,,,,,
B,living worms 30 C over 20 C,,,0.189,0.687,-0.24189,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.247,-0.0581341,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.269,-0.0195721,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.291,-0.100404,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.313,-0.198114,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.335,-0.216919,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.357,-0.197946,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.379,-0.211687,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.401,-0.248586,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.423,-0.256765,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.445,-0.251274,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.467,-0.243631,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.489,-0.212396,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.511,-0.207191,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.533,-0.23297,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.555,-0.259455,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.577,-0.293654,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.599,-0.323849,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.621,-0.331889,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.643,-0.347316,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.665,-0.34504,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.687,-0.291196,,,,,,,,
B,living worms 30 C over 20 C,,,0.195,0.709,-0.234094,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.291,-0.0946381,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.313,-0.156564,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.335,-0.160213,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.357,-0.160736,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.379,-0.21856,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.401,-0.29151,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.423,-0.310037,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.445,-0.280556,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.467,-0.249068,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.489,-0.215126,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.511,-0.220602,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.533,-0.257698,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.555,-0.280687,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.577,-0.31686,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.599,-0.363952,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.621,-0.374813,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.643,-0.374441,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.665,-0.373609,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.687,-0.338551,,,,,,,,
B,living worms 30 C over 20 C,,,0.201,0.709,-0.30023,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.335,-0.0952737,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.357,-0.155888,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.379,-0.252305,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.401,-0.321449,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.423,-0.332185,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.445,-0.287341,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.467,-0.243461,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.489,-0.224183,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.511,-0.242727,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.533,-0.276844,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.555,-0.299306,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.577,-0.346836,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.599,-0.404812,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.621,-0.407205,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.643,-0.386485,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.665,-0.381491,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.687,-0.364193,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.709,-0.344201,,,,,,,,
B,living worms 30 C over 20 C,,,0.207,0.731,-0.327194,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.357,-0.156556,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.379,-0.251028,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.401,-0.301095,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.423,-0.307491,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.445,-0.282112,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.467,-0.268244,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.489,-0.27345,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.511,-0.300059,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.533,-0.324394,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.555,-0.352607,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.577,-0.408449,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.599,-0.456405,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.621,-0.43756,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.643,-0.405877,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.665,-0.401855,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.687,-0.390295,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.709,-0.375906,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.731,-0.360891,,,,,,,,
B,living worms 30 C over 20 C,,,0.213,0.753,-0.366746,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.401,-0.264372,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.423,-0.277384,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.445,-0.287605,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.467,-0.316649,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.489,-0.339006,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.511,-0.359338,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.533,-0.365474,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.555,-0.401559,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.577,-0.482102,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.599,-0.534771,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.621,-0.506625,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.643,-0.473124,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.665,-0.475402,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.687,-0.467334,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.709,-0.438831,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.731,-0.408968,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.753,-0.414635,,,,,,,,
B,living worms 30 C over 20 C,,,0.219,0.775,-0.455495,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.445,-0.281381,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.467,-0.316147,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.489,-0.345085,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.511,-0.370467,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.533,-0.381221,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.555,-0.432137,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.577,-0.540425,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.599,-0.608302,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.621,-0.594087,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.643,-0.574971,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.665,-0.58461,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.687,-0.576425,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.709,-0.525798,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.731,-0.476938,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.753,-0.481698,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.775,-0.520865,,,,,,,,
B,living worms 30 C over 20 C,,,0.225,0.797,-0.537972,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.511,-0.36921,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.533,-0.419953,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.555,-0.488527,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.577,-0.588065,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.599,-0.633108,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.621,-0.629718,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.643,-0.653992,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.665,-0.689975,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.687,-0.674857,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.709,-0.608152,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.731,-0.555618,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.753,-0.552971,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.775,-0.570322,,,,,,,,
B,living worms 30 C over 20 C,,,0.231,0.797,-0.56955,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.555,-0.556344,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.577,-0.60791,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.599,-0.61197,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.621,-0.607238,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.643,-0.66035,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.665,-0.720665,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.687,-0.719674,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.709,-0.673925,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.731,-0.635287,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.753,-0.618221,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.775,-0.60022,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.797,-0.577464,,,,,,,,
B,living worms 30 C over 20 C,,,0.237,0.819,-0.591732,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.599,-0.586543,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.621,-0.594651,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.643,-0.662681,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.665,-0.73113,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.687,-0.737643,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.709,-0.721801,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.731,-0.699106,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.753,-0.674193,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.775,-0.634853,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.797,-0.590063,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.819,-0.593326,,,,,,,,
B,living worms 30 C over 20 C,,,0.243,0.841,-0.635737,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.643,-0.699672,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.665,-0.78407,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.687,-0.773361,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.709,-0.751382,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.731,-0.722073,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.753,-0.690792,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.775,-0.660762,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.797,-0.619001,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.819,-0.612198,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.841,-0.652215,,,,,,,,
B,living worms 30 C over 20 C,,,0.249,0.863,-0.695487,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.687,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.709,-0.750035,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.731,-0.709235,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.753,-0.686373,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.775,-0.684635,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.797,-0.659904,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.819,-0.645006,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.841,-0.677654,,,,,,,,
B,living worms 30 C over 20 C,,,0.255,0.863,-0.733029,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.753,-0.677192,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.775,-0.705618,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.797,-0.681312,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.819,-0.666715,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.841,-0.721138,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.863,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.261,0.885,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.797,-0.685145,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.819,-0.680688,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.841,-0.770825,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.863,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.885,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.267,0.907,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.273,0.863,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.273,0.885,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.273,0.907,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.279,0.907,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.279,0.929,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.285,0.973,-0.8,,,,,,,,
